tstu_id,trip_id,stop_id,stop_sequence,agency_src_id,route_src_id,stop_src_id,dir_src,service_type_src,monday,tuesday,wednesday,thursday,friday,saturday,sunday,service_id,buffer
-1,KMB_281E_N,B_966a,1,2,281E,4A38244491180BF7,O,1.0,1,1,1,1,1,0,0,wd,M
-1,KMB_281E_N,B_4232,2,2,281E,5419928D472EAD8D,O,1.0,1,1,1,1,1,0,0,wd,M
-1,KMB_281E_N,B_967,3,2,281E,36DD78B37B828DD8,O,1.0,1,1,1,1,1,0,0,wd,M
-1,KMB_281E_N,B_9009,4,2,281E,D7C7D86E923EEAE1,O,1.0,1,1,1,1,1,0,0,wd,M
-1,KMB_281E_N,B_194,5,2,281E,A76BB6FCB881AF5C,O,1.0,1,1,1,1,1,0,0,wd,M
-1,KMB_281E_N,B_9054,6,2,281E,0F4F935A9F14F111,O,1.0,1,1,1,1,1,0,0,wd,M
-1,KMB_281E_N,B_1317,7,2,281E,7ADC6D521E6BECE6,O,1.0,1,1,1,1,1,0,0,wd,M
-1,KMB_281E_N,B_1343,8,2,281E,E02E10C9135624F9,O,1.0,1,1,1,1,1,0,0,wd,M
-1,KMB_281E_N,B_12378,9,2,281E,3B8B261C1DA409BD,O,1.0,1,1,1,1,1,0,0,wd,M
-1,KMB_281E_N,B_13186,10,2,281E,9DA7325E4238402B,O,1.0,1,1,1,1,1,0,0,wd,M
-1,KMB_281E_N,B_12913,11,2,281E,195C509959C6A799,O,1.0,1,1,1,1,1,0,0,wd,M
-1,KMB_281E_N,B_13185,12,2,281E,3F21ED54F86D9B1D,O,1.0,1,1,1,1,1,0,0,wd,M
-1,KMB_281E_N,B_13185,13,2,281E,BF72FF473A660C0E,O,1.0,1,1,1,1,1,0,0,wd,M
-1,KMB_281E_N,B_708,14,2,281E,ABFB3F43ECB908B2,O,1.0,1,1,1,1,1,0,0,wd,M
-1,KMB_281E_N,B_6081,15,2,281E,C1E9F8237EDBBAD2,O,1.0,1,1,1,1,1,0,0,wd,M
-1,KMB_281E_N,B_6086,16,2,281E,7F068ADB0659F04E,O,1.0,1,1,1,1,1,0,0,wd,M
-1,KMB_281E_N,B_13297,17,2,281E,779954C17EAF3B95,O,1.0,1,1,1,1,1,0,0,wd,M
-1,KMB_281E_N,B_6095,18,2,281E,CB0585244877B9B9,O,1.0,1,1,1,1,1,0,0,wd,M
